"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0W110","2020-05-27 00:00:00","16.000","40.000","4.000","23.300","0.900","1008.400","","2.500","-99.000","-99.000","-99.000","25.800","","22.800",""
"C0R670","2020-05-27 00:00:00","26.000","115.000","0.300","25.100","0.970","1008.600","","20.000","-99.000","-99.000","-99.000","30.200","","25.100",""
"C0X120","2020-05-27 00:00:00","28.000","137.000","2.000","25.700","0.960","1007.700","","24.500","-99.000","-99.000","-99.000","31.400","","25.600",""
"C0R100","2020-05-27 00:00:00","1006.000","0.000","0.200","19.700","0.990","902.000","","53.000","-99.000","-99.000","-99.000","22.700","","18.900",""
"C0R740","2020-05-27 00:00:00","58.000","204.000","0.500","24.900","0.970","1004.300","","26.500","-99.000","-99.000","-99.000","29.800","","24.800",""
"C0C700","2020-05-27 00:00:00","151.000","0.000","0.000","26.200","0.890","992.100","","1.500","-99.000","-99.000","-99.000","29.900","","24.700",""
"C0W130","2020-05-27 00:00:00","18.000","188.000","4.300","26.000","0.960","1005.300","","10.000","-99.000","-99.000","-99.000","27.800","","25.200",""
"C0F9R0","2020-05-27 00:00:00","20.000","193.000","1.100","25.600","0.990","1007.500","","12.000","-99.000","-99.000","-99.000","29.200","","24.700",""
"C0V660","2020-05-27 00:00:00","25.000","111.000","1.700","25.200","0.990","1007.100","","-99.000","-99.000","-99.000","-99.000","31.000","","24.900",""
"C0G780","2020-05-27 00:00:00","27.000","181.000","2.000","25.900","0.990","1006.000","","25.000","-99.000","-99.000","-99.000","30.300","","25.000",""
"C0C590","2020-05-27 00:00:00","72.000","231.000","1.900","26.200","0.850","999.800","","0.000","-99.000","-99.000","-99.000","29.400","","23.600",""
"C0I520","2020-05-27 00:00:00","3860.000","202.000","10.500","6.800","0.910","643.400","","-99.000","-99.000","-99.000","-99.000","7.100","","4.900",""
"C0M790","2020-05-27 00:00:00","15.000","147.000","0.800","25.000","0.970","1006.700","","44.500","-99.000","-99.000","-99.000","30.900","","24.400",""
"C0R130","2020-05-27 00:00:00","1040.000","0.000","0.000","19.900","0.990","896.000","","51.500","-99.000","-99.000","-99.000","21.800","","19.900",""
"C0AH30","2020-05-27 00:00:00","755.000","207.000","2.100","20.500","0.960","924.500","","4.500","-99.000","-99.000","-99.000","23.500","","18.400",""
"C0X170","2020-05-27 00:00:00","50.000","123.000","1.200","25.700","0.990","1003.600","","14.500","-99.000","-99.000","-99.000","32.900","","25.600",""
"C0K291","2020-05-27 00:00:00","8.000","158.000","1.300","25.500","0.990","1008.700","","20.500","-99.000","-99.000","-99.000","30.500","","24.800",""
"C0D480","2020-05-27 00:00:00","223.000","0.000","0.000","24.300","0.980","982.800","","15.000","-99.000","-99.000","-99.000","29.100","","21.900",""
"C0F0C0","2020-05-27 00:00:00","983.000","169.000","0.400","19.500","0.990","902.100","","74.000","-99.000","-99.000","-99.000","23.600","","19.400",""
"C0U860","2020-05-27 00:00:00","5.000","0.000","0.000","25.700","1.000","1008.900","","5.000","-99.000","-99.000","-99.000","29.900","","24.200",""
"C0UA50","2020-05-27 00:00:00","808.000","142.000","1.800","21.900","0.960","921.200","","3.500","-99.000","-99.000","-99.000","27.800","","20.000",""
"C0D550","2020-05-27 00:00:00","1956.000","0.000","0.200","15.800","0.870","810.600","","25.000","-99.000","-99.000","-99.000","22.600","","15.000",""
"C0T9E0","2020-05-27 00:00:00","415.000","0.000","0.100","23.300","0.950","964.400","","5.000","-99.000","-99.000","-99.000","28.000","","22.300",""
"C0U960","2020-05-27 00:00:00","1885.000","349.000","1.000","15.600","0.990","814.000","","18.500","-99.000","-99.000","-99.000","22.100","","13.500",""
"C0AI30","2020-05-27 00:00:00","26.000","0.000","0.000","28.200","0.870","1006.700","","5.000","-99.000","-99.000","-99.000","31.300","","25.300",""
"C0R240","2020-05-27 00:00:00","87.000","173.000","0.500","24.500","0.980","1000.400","","55.500","-99.000","-99.000","-99.000","31.500","","24.000",""
"C0AD30","2020-05-27 00:00:00","20.000","0.000","0.000","28.400","0.750","1004.800","","2.000","-99.000","-99.000","-99.000","31.800","","26.200",""
"C0V820","2020-05-27 00:00:00","441.000","32.000","1.500","22.800","0.990","963.100","","53.500","-99.000","-99.000","-99.000","27.400","","22.300",""
"C0S810","2020-05-27 00:00:00","65.000","333.000","1.800","25.100","1.000","1004.300","","1.000","-99.000","-99.000","-99.000","31.600","","23.500",""
"C0R580","2020-05-27 00:00:00","10.000","113.000","2.200","25.200","0.970","1009.000","","59.500","-99.000","-99.000","-99.000","30.700","","25.000",""
"C0Z330","2020-05-27 00:00:00","488.000","280.000","0.600","23.100","0.990","957.300","","4.500","-99.000","-99.000","-99.000","31.400","","22.200",""
"C0E590","2020-05-27 00:00:00","40.000","211.000","2.400","25.000","0.990","1003.200","","14.000","-99.000","-99.000","-99.000","29.900","","23.500",""
"C0D540","2020-05-27 00:00:00","227.000","243.000","0.300","23.100","0.970","984.200","","10.000","-99.000","-99.000","-99.000","30.000","","21.600",""
"C0K420","2020-05-27 00:00:00","42.000","168.000","0.900","24.400","0.980","1004.500","","15.000","-99.000","-99.000","-99.000","30.400","","24.400",""
"C0Z180","2020-05-27 00:00:00","34.000","0.000","0.000","25.200","0.990","1005.100","","4.000","-99.000","-99.000","-99.000","28.500","","24.300",""
"C0AD10","2020-05-27 00:00:00","27.000","294.000","1.200","28.100","0.830","1005.900","","0.000","-99.000","-99.000","-99.000","30.300","","26.400",""
"C0M720","2020-05-27 00:00:00","225.000","120.000","1.700","23.900","0.950","984.100","","44.500","-99.000","-99.000","-99.000","30.500","","23.400",""
"C0V450","2020-05-27 00:00:00","51.000","138.000","1.100","24.700","0.970","1004.100","","37.500","-99.000","-99.000","-99.000","30.400","","24.300",""
"C0R280","2020-05-27 00:00:00","242.000","244.000","1.700","24.600","0.990","983.600","","17.500","-99.000","-99.000","-99.000","28.900","","23.800",""
"C0E610","2020-05-27 00:00:00","850.000","0.000","0.000","20.500","0.890","916.900","","39.500","-99.000","-99.000","-99.000","24.600","","19.900",""
"C0V610","2020-05-27 00:00:00","22.000","102.000","1.900","25.500","0.950","1007.200","","46.500","-99.000","-99.000","-99.000","30.900","","25.400",""
"C0Z310","2020-05-27 00:00:00","59.000","353.000","1.200","24.200","0.990","1003.200","","6.000","-99.000","-99.000","-99.000","29.200","","23.500",""
"C0S700","2020-05-27 00:00:00","507.000","241.000","0.700","21.900","1.000","954.600","","3.000","-99.000","-99.000","-99.000","28.600","","20.300",""
"C0T9G0","2020-05-27 00:00:00","605.000","23.000","0.700","22.600","0.990","944.400","","4.500","-99.000","-99.000","-99.000","26.600","","20.800",""
"C0U520","2020-05-27 00:00:00","517.000","0.000","0.000","22.700","0.990","954.800","","5.500","-99.000","-99.000","-99.000","29.100","","20.600",""
"C0E750","2020-05-27 00:00:00","62.000","198.000","2.500","26.100","0.840","999.500","","10.500","-99.000","-99.000","-99.000","30.400","","25.300",""
"C0R810","2020-05-27 00:00:00","25.000","161.000","0.500","25.500","0.970","1008.300","","39.500","-99.000","-99.000","-99.000","29.800","","24.600",""
"C0G660","2020-05-27 00:00:00","27.000","148.000","1.000","26.000","1.000","1008.100","","41.500","-99.000","-99.000","-99.000","32.000","","25.700",""
"C0W140","2020-05-27 00:00:00","21.000","0.000","0.200","25.200","0.960","1006.600","","0.000","-99.000","-99.000","-99.000","28.300","","24.900",""
"C0U720","2020-05-27 00:00:00","1260.000","123.000","1.400","19.200","0.990","885.400","","12.000","-99.000","-99.000","-99.000","24.100","","17.500",""
"C0R690","2020-05-27 00:00:00","248.000","272.000","1.200","25.100","0.990","981.700","","1.500","-99.000","-99.000","-99.000","28.500","","23.900",""
"C0X150","2020-05-27 00:00:00","18.000","141.000","2.500","26.500","0.950","1009.000","","30.500","-99.000","-99.000","-99.000","32.100","","26.200",""
"C0Z050","2020-05-27 00:00:00","830.000","0.000","0.100","20.200","0.990","920.700","","6.500","-99.000","-99.000","-99.000","26.500","","20.000",""
"C0I490","2020-05-27 00:00:00","1601.000","98.000","2.900","16.300","0.990","841.400","","17.000","-99.000","-99.000","-99.000","19.800","","16.000",""
"C0I090","2020-05-27 00:00:00","910.000","179.000","0.400","-99.000","-99.000","911.300","","40.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X240","2020-05-27 00:00:00","394.000","198.000","0.600","22.800","0.960","966.400","","48.500","-99.000","-99.000","-99.000","28.800","","22.800",""
"C0S990","2020-05-27 00:00:00","409.000","245.000","3.200","24.100","0.950","964.300","","9.000","-99.000","-99.000","-99.000","29.000","","23.200",""
"C0T9B0","2020-05-27 00:00:00","558.000","286.000","0.800","22.500","0.990","948.800","","6.500","-99.000","-99.000","-99.000","26.000","","21.800",""
"C0T790","2020-05-27 00:00:00","2830.000","297.000","1.100","11.500","1.000","727.900","","33.000","-99.000","-99.000","-99.000","14.000","","11.000",""
"C0S730","2020-05-27 00:00:00","110.000","104.000","1.400","25.700","0.980","996.800","","8.500","-99.000","-99.000","-99.000","29.000","","24.100",""
"C0F0D0","2020-05-27 00:00:00","3171.000","144.000","3.300","8.700","1.000","699.000","","27.500","-99.000","-99.000","-99.000","10.700","","8.300",""
"C0F9X0","2020-05-27 00:00:00","166.000","199.000","3.000","-99.000","0.990","990.600","","19.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F9Q0","2020-05-27 00:00:00","149.000","172.000","1.500","25.200","1.000","991.000","","25.000","-99.000","-99.000","-99.000","29.100","","24.500",""
"C0E780","2020-05-27 00:00:00","160.000","234.000","1.300","25.200","0.920","990.200","","18.000","-99.000","-99.000","-99.000","29.700","","24.300",""
"C0SA80","2020-05-27 00:00:00","136.000","223.000","0.600","24.600","0.960","993.900","","3.500","-99.000","-99.000","-99.000","31.300","","23.300",""
"C0T960","2020-05-27 00:00:00","120.000","0.000","0.000","24.400","0.990","995.800","","4.000","-99.000","-99.000","-99.000","31.200","","23.500",""
"C0X320","2020-05-27 00:00:00","30.000","162.000","3.800","24.600","0.960","1005.600","","26.000","-99.000","-99.000","-99.000","31.900","","24.300",""
"C0D430","2020-05-27 00:00:00","87.000","0.000","0.000","24.400","0.990","997.300","","10.000","-99.000","-99.000","-99.000","30.900","","22.800",""
"C0X210","2020-05-27 00:00:00","38.000","187.000","1.300","24.800","1.000","1003.600","","40.500","-99.000","-99.000","-99.000","31.600","","24.700",""
"C0R680","2020-05-27 00:00:00","13.000","270.000","3.200","27.100","0.910","1008.600","","1.500","-99.000","-99.000","-99.000","30.800","","25.500",""
"C0R820","2020-05-27 00:00:00","588.000","0.000","0.200","22.400","1.000","947.000","","51.000","-99.000","-99.000","-99.000","26.300","","21.500",""
"C0AH10","2020-05-27 00:00:00","30.000","156.000","1.600","27.400","1.000","1005.200","","3.000","-99.000","-99.000","-99.000","32.200","","25.600",""
"C0E880","2020-05-27 00:00:00","507.000","189.000","5.000","23.000","0.990","952.400","","54.500","-99.000","-99.000","-99.000","26.400","","22.500",""
"C0O960","2020-05-27 00:00:00","112.000","135.000","1.100","24.700","0.940","996.500","","18.500","-99.000","-99.000","-99.000","30.000","","24.700",""
"C0H950","2020-05-27 00:00:00","192.000","0.000","0.000","24.200","0.990","988.400","","30.500","-99.000","-99.000","-99.000","29.300","","23.600",""
"C0SA60","2020-05-27 00:00:00","6.000","293.000","0.900","25.700","0.950","1008.100","","1.500","-99.000","-99.000","-99.000","32.200","","24.400",""
"C0A540","2020-05-27 00:00:00","401.000","0.000","0.000","23.300","1.000","966.200","","5.000","-99.000","-99.000","-99.000","28.200","","21.400",""
"C0C690","2020-05-27 00:00:00","242.000","280.000","1.000","25.700","0.820","982.000","","1.000","-99.000","-99.000","-99.000","29.300","","23.000",""
"C0V370","2020-05-27 00:00:00","74.000","0.000","0.000","24.800","1.000","1002.100","","35.000","-99.000","-99.000","-99.000","31.600","","24.500",""
"C0I110","2020-05-27 00:00:00","161.000","0.000","0.000","24.600","0.940","992.100","","50.000","-99.000","-99.000","-99.000","30.200","","24.600",""
"C0M750","2020-05-27 00:00:00","10.000","154.000","3.500","26.100","0.940","1008.100","","35.000","-99.000","-99.000","-99.000","30.400","","24.600",""
"C0R340","2020-05-27 00:00:00","230.000","127.000","1.000","23.700","0.990","984.100","","27.500","-99.000","-99.000","-99.000","28.100","","23.400",""
"C0R750","2020-05-27 00:00:00","551.000","275.000","3.100","22.800","1.000","948.600","","26.500","9.700","254.000","","25.000","","22.500",""
"C0SA90","2020-05-27 00:00:00","497.000","284.000","1.300","23.100","0.960","953.600","","33.000","-99.000","-99.000","-99.000","26.400","","22.400",""
"C0U970","2020-05-27 00:00:00","7.000","0.000","0.000","25.700","0.990","1009.700","","10.500","-99.000","-99.000","-99.000","29.400","","24.100",""
"C0X300","2020-05-27 00:00:00","70.000","0.000","0.000","24.700","0.980","1001.400","","55.500","-99.000","-99.000","-99.000","31.100","","24.100",""
"C0A9E0","2020-05-27 00:00:00","26.000","238.000","0.800","28.100","0.760","1006.400","","3.000","-99.000","-99.000","-99.000","31.900","","25.700",""
"C0R590","2020-05-27 00:00:00","72.000","83.000","1.400","25.000","0.990","1001.800","","62.500","-99.000","-99.000","-99.000","31.500","","24.500",""
"C0G820","2020-05-27 00:00:00","29.000","0.000","0.200","25.600","0.960","1005.600","","27.000","-99.000","-99.000","-99.000","31.000","","25.600",""
"C0U600","2020-05-27 00:00:00","10.000","284.000","0.400","24.900","0.990","1007.900","","5.500","-99.000","-99.000","-99.000","29.200","","23.200",""
"C0U910","2020-05-27 00:00:00","17.000","138.000","0.400","25.400","0.920","1007.200","","4.000","-99.000","-99.000","-99.000","29.800","","23.900",""
"C0V630","2020-05-27 00:00:00","19.000","81.000","1.300","25.500","0.990","1008.500","","33.000","-99.000","-99.000","-99.000","30.900","","25.500",""
"C0D650","2020-05-27 00:00:00","97.000","247.000","1.600","26.100","0.840","997.500","","2.500","-99.000","-99.000","-99.000","29.300","","24.700",""
"C0K510","2020-05-27 00:00:00","10.000","155.000","2.200","25.400","0.940","1007.500","","45.000","-99.000","-99.000","-99.000","30.700","","24.400",""
"C0V360","2020-05-27 00:00:00","94.000","0.000","0.000","25.000","0.990","999.200","","24.000","-99.000","-99.000","-99.000","31.200","","24.300",""
"C0M780","2020-05-27 00:00:00","30.000","182.000","1.100","25.100","0.990","1006.500","","54.000","-99.000","-99.000","-99.000","31.200","","24.300",""
"C0K530","2020-05-27 00:00:00","12.000","142.000","1.200","25.000","0.970","1007.900","","31.000","-99.000","-99.000","-99.000","30.500","","24.300",""
"C0V750","2020-05-27 00:00:00","50.000","55.000","1.300","25.800","1.000","1005.200","","68.000","-99.000","-99.000","-99.000","31.500","","25.500",""
"C0C630","2020-05-27 00:00:00","209.000","177.000","1.600","25.000","0.890","985.200","","11.000","-99.000","-99.000","-99.000","29.100","","23.300",""
"C0Z170","2020-05-27 00:00:00","199.000","262.000","0.500","25.300","1.000","988.500","","5.000","-99.000","-99.000","-99.000","32.800","","24.700",""
"C0K430","2020-05-27 00:00:00","30.000","129.000","2.500","24.400","0.990","1006.800","","23.000","-99.000","-99.000","-99.000","30.100","","24.000",""
"C0S960","2020-05-27 00:00:00","32.000","299.000","2.500","26.000","0.890","1005.600","","0.000","-99.000","-99.000","-99.000","33.700","","25.100",""
"C0T9M0","2020-05-27 00:00:00","92.000","306.000","2.000","24.500","0.990","1000.300","","1.500","-99.000","-99.000","-99.000","30.500","","23.900",""
"C0AI00","2020-05-27 00:00:00","188.000","0.000","0.100","26.300","0.900","988.800","","2.500","-99.000","-99.000","-99.000","30.000","","24.100",""
"C0AC40","2020-05-27 00:00:00","1079.000","261.000","9.200","20.300","0.990","891.800","","2.000","-99.000","-99.000","-99.000","23.700","","18.400",""
"C0K490","2020-05-27 00:00:00","91.000","72.000","0.300","24.200","0.970","998.800","","46.000","-99.000","-99.000","-99.000","30.700","","24.200",""
"C0SA20","2020-05-27 00:00:00","857.000","293.000","1.100","21.300","1.000","915.900","","1.500","-99.000","-99.000","-99.000","28.500","","19.900",""
"CM0140","2020-05-27 00:00:00","26.000","307.000","0.800","26.500","0.830","1006.800","","1.000","-99.000","-99.000","-99.000","29.300","","25.200",""
"C0AC80","2020-05-27 00:00:00","40.000","0.000","0.000","25.100","0.980","1004.200","","3.000","-99.000","-99.000","-99.000","30.900","","23.600",""
"C0M810","2020-05-27 00:00:00","1354.000","157.000","0.500","18.000","0.990","865.400","","45.500","-99.000","-99.000","-99.000","21.500","","17.700",""
"C0I360","2020-05-27 00:00:00","300.000","38.000","2.000","23.900","0.940","975.400","","24.500","-99.000","-99.000","-99.000","28.900","","22.800",""
"C0C620","2020-05-27 00:00:00","19.000","247.000","0.500","27.000","0.900","1005.400","","0.000","-99.000","-99.000","-99.000","30.300","","23.800",""
"C0M850","2020-05-27 00:00:00","695.000","0.000","0.000","21.400","0.990","932.900","","49.500","-99.000","-99.000","-99.000","25.300","","20.900",""
"C0UA20","2020-05-27 00:00:00","2619.000","214.000","4.900","11.300","1.000","-99.000","","29.000","-99.000","-99.000","-99.000","15.100","","10.700",""
"C0F9V0","2020-05-27 00:00:00","525.000","0.000","0.000","23.400","0.910","951.200","","100.500","-99.000","-99.000","-99.000","27.300","","23.100",""
"C0T900","2020-05-27 00:00:00","160.000","265.000","0.600","23.500","0.940","990.000","","4.000","-99.000","-99.000","-99.000","29.700","","22.900",""
"C0K440","2020-05-27 00:00:00","35.000","174.000","0.900","24.300","0.970","1005.600","","13.500","-99.000","-99.000","-99.000","30.100","","24.200",""
"C0Z250","2020-05-27 00:00:00","1124.000","0.000","0.200","19.600","0.990","888.100","","3.500","-99.000","-99.000","-99.000","24.500","","18.500",""
"C0G860","2020-05-27 00:00:00","45.000","177.000","1.600","26.000","0.870","1003.600","","25.000","-99.000","-99.000","-99.000","30.800","","25.400",""
"C0V790","2020-05-27 00:00:00","410.000","22.000","2.400","23.100","0.970","963.900","","28.000","-99.000","-99.000","-99.000","28.000","","23.100",""
"C0V740","2020-05-27 00:00:00","60.000","156.000","2.500","25.000","1.000","1004.200","","34.000","-99.000","-99.000","-99.000","31.300","","25.000",""
"C0Z200","2020-05-27 00:00:00","153.000","1.000","0.700","24.300","0.930","993.100","","4.000","-99.000","-99.000","-99.000","29.800","","23.300",""
"C0K520","2020-05-27 00:00:00","10.000","145.000","1.400","25.200","0.950","1007.300","","15.000","-99.000","-99.000","-99.000","30.500","","24.700",""
"C0X250","2020-05-27 00:00:00","33.000","164.000","1.400","25.500","0.940","1005.900","","28.000","-99.000","-99.000","-99.000","32.000","","25.000",""
"C0S940","2020-05-27 00:00:00","150.000","236.000","1.200","25.100","0.970","991.700","","2.500","-99.000","-99.000","-99.000","31.100","","23.600",""
"CM0110","2020-05-27 00:00:00","7.000","216.000","1.400","25.800","0.880","1008.600","","-99.000","-99.000","-99.000","-99.000","30.400","","25.300",""
"C0A970","2020-05-27 00:00:00","96.000","217.000","2.800","25.100","0.990","998.800","","7.000","-99.000","-99.000","-99.000","29.600","","23.100",""
"C0M700","2020-05-27 00:00:00","150.000","209.000","0.700","24.100","1.000","993.200","","61.000","-99.000","-99.000","-99.000","29.600","","23.800",""
"C0U990","2020-05-27 00:00:00","31.000","359.000","0.800","25.600","0.990","1007.000","","9.000","-99.000","-99.000","-99.000","28.800","","23.700",""
"C0D590","2020-05-27 00:00:00","143.000","224.000","0.300","24.900","0.940","993.600","","3.000","-99.000","-99.000","-99.000","28.200","","23.600",""
"C0S790","2020-05-27 00:00:00","236.000","300.000","1.200","24.000","0.970","984.800","","1.000","-99.000","-99.000","-99.000","33.000","","23.200",""
"C0A570","2020-05-27 00:00:00","360.000","0.000","0.000","22.800","0.990","969.700","","2.500","-99.000","-99.000","-99.000","28.100","","20.700",""
"C0M800","2020-05-27 00:00:00","440.000","44.000","0.600","22.600","0.970","961.800","","30.500","-99.000","-99.000","-99.000","27.100","","22.000",""
"C0E870","2020-05-27 00:00:00","34.000","213.000","1.300","26.400","0.840","1005.800","","3.500","-99.000","-99.000","-99.000","30.300","","24.400",""
"C0V490","2020-05-27 00:00:00","20.000","80.000","1.100","25.900","0.990","1007.900","","18.000","-99.000","-99.000","-99.000","30.700","","25.800",""
"C0M710","2020-05-27 00:00:00","15.000","149.000","4.400","26.200","0.930","1007.900","","12.000","-99.000","-99.000","-99.000","30.100","","25.900",""
"C0D570","2020-05-27 00:00:00","15.000","210.000","0.300","25.300","0.970","1006.700","","3.000","-99.000","-99.000","-99.000","30.600","","24.000",""
"C0S910","2020-05-27 00:00:00","212.000","282.000","7.400","26.900","0.910","987.100","","0.000","14.600","299.000","","28.500","","25.300",""
"C0M650","2020-05-27 00:00:00","20.000","146.000","2.000","25.400","0.960","1007.600","","17.500","-99.000","-99.000","-99.000","30.900","","24.400",""
"C0K280","2020-05-27 00:00:00","23.000","158.000","1.100","24.800","1.000","1008.800","","26.500","-99.000","-99.000","-99.000","30.700","","24.300",""
"C0X310","2020-05-27 00:00:00","9.000","114.000","1.500","25.600","0.980","1009.100","","40.000","-99.000","-99.000","-99.000","30.700","","25.100",""
"C0A9C0","2020-05-27 00:00:00","35.000","9.000","0.500","28.400","0.760","1005.200","","2.500","-99.000","-99.000","-99.000","31.800","","25.100",""
"C0V810","2020-05-27 00:00:00","32.000","128.000","1.700","25.500","0.950","1005.200","","-99.000","-99.000","-99.000","-99.000","30.200","","25.000",""
"C0E730","2020-05-27 00:00:00","26.000","0.000","0.000","26.100","0.870","1004.000","","0.000","-99.000","-99.000","-99.000","31.600","","25.000",""
"C0V770","2020-05-27 00:00:00","26.000","154.000","0.700","24.600","0.980","1006.800","","84.000","-99.000","-99.000","-99.000","31.900","","24.300",""
"C0UA10","2020-05-27 00:00:00","1711.000","333.000","1.000","15.800","1.000","831.700","","12.000","-99.000","-99.000","-99.000","22.300","","14.300",""
"C0R660","2020-05-27 00:00:00","20.000","349.000","1.000","25.400","0.980","1009.100","","49.000","-99.000","-99.000","-99.000","30.300","","24.700",""
"C0M640","2020-05-27 00:00:00","155.000","0.000","0.000","24.200","0.950","991.900","","50.500","-99.000","-99.000","-99.000","30.000","","23.800",""
"C0S660","2020-05-27 00:00:00","794.000","0.000","0.200","20.300","0.980","925.000","","7.500","-99.000","-99.000","-99.000","27.300","","20.200",""
"C0G900","2020-05-27 00:00:00","20.000","207.000","1.900","26.300","0.960","1006.300","","10.000","-99.000","-99.000","-99.000","30.400","","25.600",""
"C0AD40","2020-05-27 00:00:00","32.000","0.000","0.000","25.200","0.940","1005.300","","5.000","-99.000","-99.000","-99.000","31.100","","23.700",""
"C0UA00","2020-05-27 00:00:00","392.000","0.000","0.100","22.900","0.980","967.400","","13.000","-99.000","-99.000","-99.000","31.000","","21.100",""
"C0I080","2020-05-27 00:00:00","536.000","0.000","0.000","21.700","0.980","953.600","","24.000","-99.000","-99.000","-99.000","28.300","","21.100",""
"C0UA30","2020-05-27 00:00:00","1397.000","0.000","0.000","18.600","0.990","860.000","","11.000","-99.000","-99.000","-99.000","23.500","","16.900",""
"C0Z270","2020-05-27 00:00:00","343.000","217.000","1.100","23.700","0.990","971.400","","3.500","-99.000","-99.000","-99.000","27.000","","22.700",""
"C0G750","2020-05-27 00:00:00","31.000","117.000","1.400","24.300","0.960","1006.800","","-99.000","-99.000","-99.000","-99.000","30.800","","24.300",""
"C0A550","2020-05-27 00:00:00","422.000","0.000","0.000","22.800","1.000","963.200","","5.500","-99.000","-99.000","-99.000","29.300","","21.000",""
"C0G830","2020-05-27 00:00:00","27.000","153.000","2.300","25.700","1.000","1005.700","","39.500","-99.000","-99.000","-99.000","30.900","","25.700",""
"C0E810","2020-05-27 00:00:00","53.000","196.000","1.700","24.400","0.990","1002.400","","8.000","-99.000","-99.000","-99.000","30.200","","23.200",""
"C0R640","2020-05-27 00:00:00","21.000","69.000","2.000","25.400","0.990","1007.900","","45.000","-99.000","-99.000","-99.000","30.100","","24.700",""
"C0D580","2020-05-27 00:00:00","120.000","0.000","0.000","24.300","0.990","994.800","","4.000","-99.000","-99.000","-99.000","29.700","","22.200",""
"C0M660","2020-05-27 00:00:00","40.000","158.000","1.000","25.100","0.990","1005.500","","66.000","-99.000","-99.000","-99.000","30.500","","24.100",""
"C0K330","2020-05-27 00:00:00","38.000","139.000","1.100","24.700","0.990","1004.800","","85.000","-99.000","-99.000","-99.000","31.200","","24.300",""
"C0E830","2020-05-27 00:00:00","37.000","194.000","2.500","25.800","0.910","1004.000","","14.500","-99.000","-99.000","-99.000","29.400","","25.400",""
"C0X290","2020-05-27 00:00:00","10.000","134.000","3.400","25.900","0.970","1008.300","","24.000","-99.000","-99.000","-99.000","30.500","","24.400",""
"C0U760","2020-05-27 00:00:00","22.000","0.000","0.000","24.400","0.990","1008.300","","3.500","-99.000","-99.000","-99.000","31.200","","23.700",""
"C0U780","2020-05-27 00:00:00","15.000","297.000","0.400","25.800","0.990","1008.100","","6.000","-99.000","-99.000","-99.000","30.100","","24.100",""
"C0H9C0","2020-05-27 00:00:00","3402.000","312.000","1.900","7.500","1.000","679.400","","69.500","-99.000","-99.000","-99.000","10.100","","7.500",""
"C0R830","2020-05-27 00:00:00","383.000","294.000","1.900","23.100","0.990","966.500","","28.500","-99.000","-99.000","-99.000","27.400","","23.000",""
"C0V650","2020-05-27 00:00:00","28.000","125.000","2.800","24.900","0.990","1008.400","","49.500","-99.000","-99.000","-99.000","29.800","","24.700",""
"C0F9M0","2020-05-27 00:00:00","230.000","176.000","1.600","24.400","1.000","983.000","","30.000","-99.000","-99.000","-99.000","28.700","","23.800",""
"C0R720","2020-05-27 00:00:00","214.000","273.000","6.200","24.200","0.960","986.100","","13.500","-99.000","-99.000","-99.000","30.100","","23.800",""
"C0A930","2020-05-27 00:00:00","216.000","161.000","0.300","27.500","0.820","983.100","","0.500","-99.000","-99.000","-99.000","29.200","","22.200",""
"C0A640","2020-05-27 00:00:00","241.000","0.000","0.000","23.700","0.970","984.100","","2.500","-99.000","-99.000","-99.000","29.400","","22.400",""
"C0I420","2020-05-27 00:00:00","305.000","0.000","0.000","22.600","0.990","975.500","","56.500","-99.000","-99.000","-99.000","27.600","","22.500",""
"C0M530","2020-05-27 00:00:00","1385.000","154.000","0.900","18.300","0.990","867.800","","37.500","-99.000","-99.000","-99.000","22.000","","17.200",""
"C0H960","2020-05-27 00:00:00","120.000","182.000","2.700","25.600","1.000","994.400","","48.500","-99.000","-99.000","-99.000","28.900","","24.800",""
"C0V620","2020-05-27 00:00:00","18.000","90.000","0.900","25.400","0.990","1007.600","","65.500","-99.000","-99.000","-99.000","30.900","","25.100",""
"C0X280","2020-05-27 00:00:00","22.000","137.000","0.600","25.700","0.980","1007.200","","32.500","-99.000","-99.000","-99.000","30.700","","25.200",""
"C0AH40","2020-05-27 00:00:00","426.000","336.000","1.500","25.600","0.880","960.000","","5.500","-99.000","-99.000","-99.000","29.000","","23.300",""
"C0T9A0","2020-05-27 00:00:00","498.000","357.000","0.400","22.300","0.990","954.500","","3.500","-99.000","-99.000","-99.000","27.900","","21.200",""
"C0R730","2020-05-27 00:00:00","163.000","338.000","2.400","25.300","0.960","992.400","","1.500","8.300","348.000","","29.700","","24.700",""
"C0K390","2020-05-27 00:00:00","31.000","161.000","1.300","24.800","0.990","1005.800","","70.500","-99.000","-99.000","-99.000","30.600","","24.100",""
"C0I540","2020-05-27 00:00:00","3344.000","-99.000","-99.000","7.600","1.000","683.400","","-99.000","-99.000","-99.000","-99.000","9.600","","7.500",""
"C0G890","2020-05-27 00:00:00","24.000","173.000","3.000","26.000","1.000","1006.100","","11.500","-99.000","-99.000","-99.000","30.100","","25.300",""
